Zeit [s],Q_uphole [lpm],Q_downhole [lpm],Pint_uphole [MPa],Pint_downhole [MPa],Ppacker_uphole [MPa],Pi_obs [MPa]
79.609,1.233882,9.542146,-0.025679,0.08091,0.912749,0.036678
79.809,1.114739,9.530174,-0.024906,0.080524,0.935916,0.03664
80.009,1.017996,9.628268,-0.025679,0.079752,0.935144,0.036601
80.209,1.079595,9.543304,-0.023362,0.078979,0.89576,0.03664
80.409,1.086546,9.538863,-0.024906,0.078979,0.925877,0.03664
80.609,1.252033,9.541759,-0.027223,0.082068,0.939777,0.036678
80.809,1.224034,9.586172,-0.026451,0.080138,0.905027,0.036717
81.009,1.007375,9.540408,-0.025679,0.079752,0.922016,0.03664
81.209,1.148725,9.542339,-0.013323,0.078979,0.962172,0.03664
81.409,1.022823,9.537511,-0.026451,0.08091,0.905027,0.03664
81.609,1.166683,9.541759,-0.024134,0.078207,0.922016,0.036601
81.809,1.054299,9.533263,-0.023362,0.08091,0.915066,0.03664
82.009,1.098905,9.633482,-0.025679,0.08091,0.911977,0.03664
82.209,1.240447,9.635606,-0.035718,0.080138,0.931283,0.036601
82.409,1.146407,9.536546,-0.025679,0.080524,0.927422,0.036678
82.609,1.010272,9.632516,-0.024906,0.08091,0.90966,0.036562
82.809,1.236006,9.577676,-0.026451,0.078979,0.934372,0.03664
83.009,1.223841,9.540794,-0.024906,0.080524,0.920472,0.036601
83.209,1.192365,9.542146,-0.014867,0.078207,0.918155,0.03664
83.409,1.222875,9.535194,-0.026451,0.080138,0.929738,0.03664
83.609,1.232337,9.635413,-0.024134,0.078979,0.926649,0.036601
83.809,1.190241,9.53307,-0.024906,0.078593,0.963716,0.03664
84.009,1.034023,9.548518,-0.026451,0.078979,0.931283,0.03664
84.209,1.150656,9.541953,-0.030312,0.080138,0.945955,0.036678
84.409,1.14409,9.5686,-0.026451,0.080138,0.9614,0.036601
84.609,1.248171,9.54118,-0.025679,0.078979,0.935144,0.036601
84.809,1.136945,9.576517,-0.025679,0.080138,0.948272,0.036601
85.009,1.016837,9.622282,-0.024906,0.079752,0.976072,0.036562
85.209,1.073995,9.543884,-0.030312,0.078979,0.944411,0.036678
85.409,1.043871,9.53056,-0.024134,0.079366,0.966805,0.036601
85.609,1.065112,9.540794,-0.024906,0.078207,0.969122,0.036601
85.809,1.047733,9.568214,-0.024134,0.079366,0.949816,0.036601
86.009,0.979376,9.552187,-0.024906,0.080524,0.972211,0.036601
86.209,1.089636,9.541953,-0.024906,0.08091,0.965261,0.036562
86.409,1.063374,9.528049,-0.026451,0.078979,0.938233,0.036601
86.609,1.034409,9.541566,-0.024906,0.079366,0.976844,0.036601
86.809,1.128063,9.542339,-0.012551,0.078593,0.96835,0.03664
87.009,1.186958,9.538091,-0.025679,0.079752,0.933599,0.03664
87.209,1.129801,9.541759,-0.026451,0.078207,0.969894,0.036601
87.409,1.230985,9.529787,-0.026451,0.080524,0.951361,0.03664
87.609,1.18329,9.54118,-0.026451,0.08091,0.953677,0.036601
87.809,1.112615,9.543304,-0.034173,0.08091,0.980705,0.036678
88.009,1.191013,9.536546,-0.024906,0.080524,0.952133,0.036524
88.209,1.058547,9.541759,-0.026451,0.08091,0.972983,0.036601
88.409,1.035954,9.575552,-0.024906,0.080524,0.974528,0.036524
88.609,1.162435,9.540601,-0.027223,0.078593,0.972983,0.036601
88.809,1.051788,9.542146,-0.027223,0.079366,0.9475,0.036601
89.009,1.016258,9.535194,-0.024134,0.078593,0.967578,0.036601
89.209,1.03943,9.541566,-0.026451,0.078207,0.966033,0.036562
89.409,1.05565,9.547553,-0.024906,0.080524,0.952905,0.036562
89.609,1.060092,9.548518,-0.023362,0.080138,0.973755,0.036601
89.809,1.141966,9.542146,-0.027995,0.081296,0.95445,0.036524
90.009,1.198158,9.596986,-0.024906,0.082455,0.984567,0.036562
90.209,1.237744,9.541759,-0.023362,0.08091,0.972211,0.036524
90.409,1.040975,9.571111,-0.024906,0.080524,0.971439,0.036562
90.609,1.209744,9.633868,-0.024906,0.081296,0.986111,0.036562
90.809,1.224613,9.543691,-0.031084,0.081682,0.974528,0.03664
91.009,0.943073,9.582311,-0.024134,0.08091,0.989972,0.036524
91.209,1.233882,9.635606,-0.023362,0.081682,0.997695,0.036562
91.409,0.978217,9.547746,-0.023362,0.082455,0.977617,0.036524
91.609,0.944039,9.553152,-0.024134,0.08091,1.000783,0.03664
91.809,1.186379,9.544077,-0.024906,0.083613,1.0031,0.036524
92.009,1.187924,9.526698,-0.026451,0.082068,0.987656,0.036601
92.209,1.124201,9.54118,-0.025679,0.08091,1.017772,0.03664
92.409,1.231758,9.542339,-0.01564,0.08091,0.990744,0.036601
92.609,1.176531,9.537704,-0.025679,0.082068,0.981478,0.036562
92.809,1.098905,9.544463,-0.026451,0.083227,1.006961,0.036601
93.009,1.238323,9.526312,-0.026451,0.082068,0.992289,0.036678
93.209,1.100643,9.540987,-0.026451,0.083613,1.0031,0.036562
93.409,1.187924,9.542339,-0.034173,0.082068,0.998467,0.036601
93.609,1.23813,9.557787,-0.026451,0.081296,0.984567,0.036562
93.809,1.176724,9.543884,-0.025679,0.084385,1.002328,0.036562
94.009,1.193524,9.568987,-0.025679,0.081682,1.007734,0.036562
94.209,1.227123,9.540601,-0.025679,0.082068,0.99615,0.036601
94.409,1.123815,9.542339,-0.018728,0.082841,1.006189,0.03664
94.609,1.046575,9.563194,-0.024906,0.082841,0.991517,0.036562
94.809,1.191786,9.541759,-0.024134,0.078207,1.008506,0.03664
95.009,1.211675,9.621124,-0.023362,0.08091,1.0031,0.036678
95.209,1.063567,9.548904,-0.026451,0.081682,1.016228,0.036601
95.409,1.233109,9.542146,-0.020273,0.082068,1.004645,0.036562
95.609,1.260143,9.532877,-0.025679,0.082455,1.02395,0.036524
95.809,1.131346,9.541759,-0.023362,0.082841,1.071829,0.036524
96.009,1.007182,9.563,-0.025679,0.082841,1.081868,0.036485
96.209,1.041554,9.539635,-0.025679,0.083613,1.102718,0.036562
96.409,1.252612,9.542146,-0.024134,0.082841,1.106579,0.036562
96.609,1.374072,9.583855,-0.023362,0.082068,1.118935,0.036485
96.809,1.349356,9.632516,-0.024134,0.083999,1.111985,0.036601
97.009,1.208392,9.548711,-0.024906,0.082455,1.12434,0.036524
97.209,1.028423,9.620351,-0.024906,0.085158,1.129746,0.036485
97.409,1.179041,9.542339,-0.024906,0.08593,1.10349,0.036562
97.609,1.19642,9.620737,-0.025679,0.084771,1.113529,0.036601
97.809,1.19951,9.545428,-0.024134,0.085544,1.105034,0.036601
98.009,1.158766,9.542339,-0.014095,0.08593,1.105807,0.036524
98.209,1.211096,9.537704,-0.023362,0.08593,1.12434,0.036485
98.409,1.062988,9.542146,-0.024134,0.085158,1.125112,0.036562
98.609,1.319811,9.525539,-0.023362,0.087474,1.150596,0.036524
98.809,1.361135,9.629813,-0.02259,0.087474,1.190752,0.036485
99.009,1.31788,9.542339,-0.027223,0.089019,1.18303,0.036562
99.209,1.279067,9.536739,-0.023362,0.088633,1.190752,0.036562
99.409,1.220751,9.542146,-0.021817,0.091336,1.115846,0.036524
99.609,1.27115,9.564352,-0.02259,0.093266,1.135151,0.036562
99.809,1.187924,9.540794,-0.021817,0.093266,1.206969,0.036562
100.009,1.187152,9.542339,-0.018728,0.095197,1.211602,0.036524
100.209,1.347038,9.535773,-0.021045,0.096355,1.209286,0.036562
100.409,1.32657,9.541953,-0.021045,0.096355,1.230136,0.036562
100.609,1.29297,9.534035,-0.021045,0.099058,1.228591,0.036562
100.809,1.272309,9.634448,-0.021045,0.097128,1.177624,0.036562
101.009,1.286405,9.542339,-0.013323,0.097514,1.14519,0.036562
101.209,1.353797,9.566669,-0.021045,0.097128,1.14519,0.036524
101.409,1.434319,9.541953,-0.020273,0.098286,1.229364,0.036447
101.609,1.389327,9.553925,-0.020273,0.098672,1.240175,0.036562
101.809,1.366734,9.623634,-0.019501,0.097128,1.182257,0.036447
102.009,1.352831,9.635799,-0.031084,0.099058,1.186891,0.036524
102.209,1.243344,9.531332,-0.021045,0.099058,1.234769,0.036562
102.409,1.272695,9.632516,-0.020273,0.099058,1.267203,0.036524
102.609,1.167841,9.583855,-0.019501,0.097514,1.255619,0.036447
102.809,1.206268,9.539056,-0.020273,0.097514,1.189208,0.036485
103.009,1.326377,9.636572,-0.021045,0.100603,1.278786,0.036485
103.209,1.307839,9.529401,-0.019501,0.0979,1.280331,0.036524
103.409,1.123428,9.541566,-0.021817,0.095197,1.215463,0.036485
103.609,1.308998,9.542339,-0.013323,0.095197,1.23863,0.036524
103.809,1.371176,9.538477,-0.021045,0.095197,1.261025,0.036601
104.009,1.187924,9.542146,-0.019501,0.092494,1.34597,0.036524
104.209,1.345107,9.52496,-0.020273,0.094811,1.363732,0.036485
104.409,1.14158,9.54118,-0.02259,0.092108,1.329753,0.036485
104.609,1.348004,9.568407,-0.021817,0.091722,1.342881,0.036485
104.809,1.113773,9.610503,-0.024134,0.090563,1.372998,0.036485
105.009,1.311315,9.542146,-0.02954,0.089405,1.447132,0.036524
105.209,1.266709,9.577097,-0.021817,0.087088,1.474933,0.036485
105.409,1.342211,9.540987,-0.021817,0.087088,1.458716,0.036447
105.609,1.175179,9.576324,-0.030312,0.08786,1.510455,0.036408
105.809,1.291232,9.535773,-0.02259,0.084771,1.561422,0.036485
106.009,1.289494,9.541953,-0.021817,0.085158,1.573778,0.036485
106.209,1.125746,9.566283,-0.02259,0.083999,1.604667,0.036485
106.409,1.194103,9.626917,-0.02259,0.083999,1.616251,0.036485
106.609,1.186765,9.542339,-0.01564,0.082841,1.686524,0.036485
106.809,1.338928,9.59969,-0.023362,0.083613,1.73363,0.036485
107.009,1.342018,9.633675,-0.02259,0.080524,1.716641,0.036524
107.209,1.336418,9.549677,-0.025679,0.083227,1.766836,0.036447
107.409,1.368472,9.540022,-0.024134,0.084385,1.837109,0.036485
107.609,1.354376,9.542339,-0.031084,0.082068,1.925915,0.036447
107.809,1.313439,9.571304,-0.023362,0.082841,1.989238,0.036485
108.009,1.259564,9.541953,-0.023362,0.083613,1.980743,0.036447
108.209,1.356886,9.569759,-0.024906,0.082068,2.037116,0.036485
108.409,1.223647,9.539249,-0.024134,0.082841,2.107389,0.036408
108.609,1.297219,9.542146,-0.019501,0.086702,2.207007,0.036485
108.809,1.146407,9.527663,-0.025679,0.083999,2.278824,0.036447
109.009,1.326956,9.631165,-0.024134,0.083227,2.302763,0.036485
109.209,1.316915,9.540215,-0.021045,0.081682,2.409331,0.036447
109.409,1.262267,9.537897,-0.023362,0.086702,2.50586,0.036562
109.609,1.070133,9.542339,-0.037262,0.083613,2.569183,0.036447
109.809,1.270764,9.524767,-0.024906,0.083227,2.64795,0.036447
110.009,1.282543,9.630199,-0.024906,0.084771,2.749112,0.036485
110.209,1.118794,9.587138,-0.034945,0.083613,2.835602,0.036447
110.409,1.087512,9.537125,-0.024906,0.083227,2.946803,0.036408
110.609,1.202793,9.634641,-0.024906,0.084771,3.024026,0.036447
110.809,1.256474,9.578449,-0.024134,0.084385,3.13291,0.036447
111.009,1.289301,9.540794,-0.024134,0.084771,3.253378,0.036485
111.209,0.965859,9.551221,-0.024134,0.082841,3.193917,0.036447
111.409,0.799021,9.535194,-0.024906,0.084771,3.151444,0.036524
111.609,0.613645,9.542339,-0.025679,0.084385,3.137544,0.036447
111.809,0.474033,9.526891,-0.024134,0.082841,3.128277,0.036485
112.009,0.262975,9.625951,-0.024134,0.083227,3.124416,0.036485
112.209,0.327277,9.542918,-0.016412,0.08593,3.190055,0.036485
112.409,0.272244,9.533456,-0.024134,0.082455,3.060321,0.036485
112.609,-0.001958,9.633096,-0.024906,0.083613,3.150672,0.036485
112.809,0.220879,9.525153,-0.024906,0.082068,3.199322,0.036447
113.009,0.002869,9.633675,-0.024134,0.083613,3.152988,0.036447
113.209,0.05211,9.542339,-0.034945,0.082841,3.268051,0.036447
113.409,0.043034,9.531718,-0.024134,0.083613,3.234845,0.036447
113.609,0.301788,9.544849,-0.024906,0.083613,3.38543,0.036408
113.809,0.384435,9.589262,-0.025679,0.082455,3.312068,0.036408
114.009,0.343884,9.633482,-0.024134,0.081682,3.424813,0.036408
114.209,0.313374,9.636378,-0.021817,0.080524,3.456475,0.036408
114.409,0.293678,9.528049,-0.024906,0.083613,3.524431,0.036408
114.609,0.43773,9.541566,-0.024134,0.081296,3.593932,0.036485
114.809,0.481178,9.621703,-0.024134,0.082841,3.675788,0.036369
115.009,0.38849,9.616103,-0.024134,0.081682,3.761506,0.036369
115.209,0.466309,9.635413,-0.016412,0.082455,3.772317,0.036369
115.409,0.500681,9.566669,-0.024134,0.082841,3.898963,0.036447
115.609,0.479054,9.540987,-0.024906,0.082841,3.97078,0.036485
115.809,0.464378,9.550449,-0.024134,0.081296,4.024836,0.036447
116.009,0.485812,9.537318,-0.024906,0.082455,4.071942,0.036408
116.209,0.480212,9.541953,-0.026451,0.082068,4.156887,0.036447
116.409,0.436379,9.531911,-0.024906,0.082455,4.222527,0.036485
116.609,0.450668,9.540794,-0.024906,0.082841,4.293572,0.036408
116.809,0.424986,9.557208,-0.024134,0.082068,4.325234,0.036447
117.009,0.404324,9.53616,-0.024906,0.082455,4.443385,0.036408
117.209,0.459937,9.634061,-0.024906,0.083613,4.519836,0.036369
117.409,0.46322,9.52747,-0.024134,0.080138,4.555358,0.036447
117.609,0.458006,9.540408,-0.023362,0.08091,4.641076,0.036408
117.809,0.415138,9.542339,-0.018728,0.081296,4.739149,0.036408
118.009,0.005766,9.533456,-0.024906,0.079366,4.125226,0.036447
118.209,0.005573,9.541759,-0.024134,0.079752,4.695904,0.036408
118.409,0.005573,9.524574,-0.024134,0.079366,4.241833,0.036369
118.609,0.005573,9.539635,-0.024134,0.082068,4.567714,0.036485
118.809,0.005573,9.542146,-0.021817,0.081296,4.305928,0.036408
119.009,0.005573,9.536932,-0.023362,0.082841,4.418673,0.036408
119.209,0.005573,9.541566,-0.024134,0.083613,4.290483,0.036408
119.409,0.005573,9.628848,-0.024906,0.082068,4.319056,0.036408
119.609,0.00538,9.539249,-0.024134,0.08091,4.273494,0.036331
119.809,0.00538,9.542146,-0.023362,0.083227,4.258822,0.036408
120.009,0.005573,9.535773,-0.024134,0.083227,4.245694,0.036408
120.209,0.005573,9.541373,-0.024906,0.082068,4.220983,0.036369
120.409,0.00538,9.537511,-0.024906,0.082841,4.207855,0.036408
120.609,0.00538,9.632516,-0.024134,0.082841,4.183143,0.036331
120.809,0.00538,9.542146,-0.014867,0.082455,4.166154,0.036331
121.009,0.00538,9.533263,-0.024134,0.082068,4.151482,0.036331
121.209,0.00538,9.545428,-0.024906,0.080138,4.136809,0.036408
121.409,0.00538,9.545621,-0.024906,0.082455,4.121365,0.036369
121.609,0.00538,9.537125,-0.024906,0.080138,4.105148,0.036331
121.809,0.00538,9.541953,-0.03649,0.082068,4.087387,0.036369
122.009,0.00538,9.531332,-0.024906,0.080524,4.075803,0.036331
122.209,0.00538,9.540601,-0.024906,0.081296,4.061131,0.036369
122.409,0.00538,9.586945,-0.024134,0.082841,4.049547,0.036331
122.609,0.00538,9.633096,-0.024906,0.082068,4.034875,0.036369
122.809,0.00538,9.541953,-0.024906,0.082841,4.021747,0.036369
123.009,0.00538,9.576517,-0.024906,0.081682,4.010164,0.036408
123.209,0.00538,9.627496,-0.024906,0.080524,3.997036,0.036331
123.409,0.00538,9.542146,-0.020273,0.081296,3.988541,0.036408
123.609,0.00538,9.538284,-0.024906,0.079752,3.975413,0.036524
123.809,0.00538,9.541759,-0.024906,0.078593,3.961513,0.036369
124.009,0.005186,9.588683,-0.024906,0.08091,3.953019,0.036369
124.209,0.00538,9.634061,-0.024906,0.08091,3.940663,0.036331
124.409,0.039558,9.542146,-0.019501,0.080524,4.081209,0.036408
124.609,0.003642,9.536932,-0.024906,0.078979,3.736022,0.036331
124.809,0.003642,9.541759,-0.024134,0.081682,4.194727,0.036331
125.009,0.003642,9.548518,-0.024906,0.083227,3.865757,0.036369
125.209,0.003449,9.539056,-0.024906,0.082841,3.988541,0.036408
125.409,0.003642,9.542146,-0.034173,0.083613,3.933713,0.036331
125.609,0.003449,9.535773,-0.024906,0.082841,3.868073,0.036369
125.809,0.003449,9.631937,-0.024906,0.084385,3.952246,0.036408
126.009,0.003642,9.543304,-0.024134,0.082455,3.892785,0.036369
126.209,0.003449,9.634254,-0.024906,0.084385,3.900507,0.036408
126.409,0.003449,9.542146,-0.030312,0.082455,4.152254,0.036369
126.609,0.003449,9.596214,-0.024906,0.082068,4.020203,0.036408
126.809,0.003449,9.546008,-0.024906,0.082068,4.061903,0.036331
127.009,0.003449,9.576517,-0.024906,0.082841,4.234883,0.036331
127.209,0.003449,9.539635,-0.024906,0.083227,4.198588,0.036331
127.409,0.003449,9.541953,-0.02954,0.083227,4.028697,0.036369
127.609,0.003449,9.530174,-0.024906,0.082841,4.187004,0.036369
127.809,0.003449,9.540601,-0.024906,0.082841,4.163065,0.036369
128.009,0.003449,9.566283,-0.024906,0.082455,4.09897,0.036331
128.209,0.003449,9.551994,-0.025679,0.08091,4.166926,0.036408
128.409,0.003449,9.634254,-0.024906,0.081296,4.064992,0.036331
128.609,0.003449,9.527856,-0.024906,0.082455,4.113643,0.036331
128.809,0.003255,9.540215,-0.024134,0.081296,4.06422,0.036369
129.009,0.003449,9.542532,-0.02259,0.081296,4.073487,0.036331
129.209,0.003449,9.537897,-0.024906,0.082068,4.048775,0.036369
129.409,0.003449,9.541759,-0.024906,0.078979,4.04337,0.036331
129.609,0.003449,9.52496,-0.024906,0.082841,4.034103,0.036331
129.809,0.003255,9.540987,-0.024906,0.081682,4.020975,0.036369
130.009,0.003255,9.542146,-0.034173,0.082068,4.010164,0.036331
130.209,0.003449,9.537125,-0.024906,0.081682,4.000897,0.036292
130.409,0.003449,9.541566,-0.024906,0.081296,3.993175,0.036369
130.609,0.003255,9.576131,-0.024906,0.08091,3.98468,0.036331
130.809,0.003255,9.540794,-0.024906,0.079366,3.971552,0.036369
131.009,0.003255,9.542146,-0.026451,0.079752,3.961513,0.036369
131.209,0.003255,9.535001,-0.024134,0.080524,3.954563,0.036331
131.409,0.003255,9.541373,-0.024906,0.082455,3.946069,0.036331
131.609,0.003255,9.547166,-0.024134,0.078979,3.937574,0.036331
131.809,0.003255,9.540215,-0.024906,0.080524,3.930624,0.036408
132.009,0.003255,9.635027,-0.013323,0.080138,3.912091,0.036369
132.209,0.003255,9.533842,-0.024906,0.082455,3.906685,0.036331
132.409,0.003255,9.54118,-0.024906,0.082841,3.915179,0.036369
132.609,0.003255,9.535967,-0.024906,0.081682,3.892785,0.036331
132.809,0.003255,9.539829,-0.023362,0.081682,3.894329,0.036292
133.009,0.003255,9.542146,-0.031856,0.081296,4.196271,0.036292
133.209,0.003255,9.532105,-0.024906,0.081296,3.950702,0.036253
133.409,0.003255,9.541759,-0.024906,0.080524,4.125226,0.036408
133.609,0.003255,9.572076,-0.024906,0.080138,4.210944,0.036331
133.809,0.003255,9.539249,-0.024134,0.082455,4.274266,0.036292
134.009,0.003255,9.541953,-0.024906,0.083999,4.382379,0.036331
134.209,0.003255,9.571497,-0.024906,0.082455,4.345312,0.036331
134.409,0.003255,9.541373,-0.024134,0.084385,4.423307,0.036369
134.609,0.003255,9.543497,-0.023362,0.083999,4.481996,0.036331
134.809,0.003255,9.538284,-0.024134,0.083613,4.572347,0.036369
135.009,0.003255,9.541759,-0.024906,0.081296,4.311333,0.036292
135.209,0.003255,9.525346,-0.024906,0.082068,4.588564,0.036292
135.409,0.003255,9.540987,-0.024134,0.081296,4.432574,0.036292
135.609,0.003255,9.542146,-0.014867,0.080138,4.45574,0.036253
135.809,0.003255,9.537125,-0.024906,0.083227,4.434118,0.036292
136.009,0.003255,9.541759,-0.025679,0.082068,4.377745,0.036331
136.209,0.003255,9.534808,-0.024906,0.083613,4.37929,0.036292
136.409,0.003255,9.534035,-0.024134,0.08091,4.349945,0.036253
136.609,0.003062,9.542146,-0.027995,0.08091,4.361528,0.036369
136.809,0.003255,9.53616,-0.024134,0.081682,4.333728,0.036292
137.009,0.003062,9.541953,-0.024906,0.083227,4.333728,0.036253
137.209,0.003062,9.551608,-0.024906,0.079752,4.311333,0.036215
137.409,0.003062,9.547359,-0.024906,0.08091,4.309789,0.036331
137.609,0.003255,9.543111,-0.014095,0.079752,4.293572,0.036253
137.809,0.003062,9.534035,-0.024906,0.080524,4.286622,0.036292
138.009,0.003062,9.541759,-0.024906,0.079366,4.273494,0.036292
138.209,0.003062,9.533842,-0.024906,0.082068,4.263455,0.036331
138.409,0.003255,9.54929,-0.024906,0.082455,4.254961,0.036369
138.609,0.003255,9.542146,-0.031084,0.082455,4.245694,0.036292
138.809,0.003062,9.532298,-0.024906,0.081682,4.23411,0.036253
139.009,0.003255,9.541566,-0.024906,0.082455,4.226388,0.036292
139.209,0.003062,9.580573,-0.024134,0.082068,4.217894,0.036292
139.409,0.003062,9.622089,-0.024906,0.082841,4.207855,0.036292
139.609,0.003255,9.543691,-0.024134,0.083613,4.200132,0.036292
139.809,0.003062,9.530174,-0.024906,0.081296,4.190093,0.036331
140.009,0.003062,9.541373,-0.024906,0.081682,4.181599,0.036253
140.209,0.003062,9.543304,-0.024134,0.081296,4.174649,0.036253
140.409,0.003062,9.53867,-0.024906,0.083613,4.166154,0.036253
140.609,0.003062,9.541953,-0.024906,0.083613,4.15766,0.036176
140.809,0.003062,9.525539,-0.024906,0.081682,4.149937,0.036253
141.009,0.003062,9.541373,-0.024906,0.082455,4.142987,0.036215
141.209,0.003062,9.635606,-0.013323,0.081296,4.134493,0.036292
141.409,0.003062,9.555663,-0.024906,0.081296,4.129859,0.036215
141.609,0.003062,9.541953,-0.024906,0.080524,4.118276,0.036292
141.809,0.003062,9.531718,-0.025679,0.082068,4.181599,0.036292
142.009,0.003062,9.546587,-0.024906,0.079752,4.077348,0.036253
142.209,0.003062,9.636185,-0.034945,0.08091,4.124454,0.036331
142.409,0.003062,9.608379,-0.024906,0.082841,4.097426,0.036215
142.609,0.003062,9.541953,-0.024906,0.083227,4.07812,0.036253
142.809,0.003062,9.577676,-0.024134,0.082455,4.095881,0.036253
143.009,0.003062,9.627689,-0.024134,0.081682,4.074259,0.036215
143.209,0.003062,9.542146,-0.014867,0.082455,4.075803,0.036253
143.409,0.003062,9.534229,-0.024134,0.081682,4.309017,0.036253
143.609,0.003062,9.541953,-0.024906,0.078979,4.152254,0.036253
143.809,0.003062,9.556242,-0.024134,0.081682,4.384695,0.036253
144.009,0.003062,9.540022,-0.024906,0.08091,4.397823,0.036292
144.209,0.003062,9.636378,-0.034945,0.082455,4.490491,0.036215
144.409,0.003062,9.625372,-0.024906,0.081682,4.582386,0.036292
144.609,0.003062,9.635799,-0.024906,0.081296,4.559219,0.036215
144.809,0.003062,9.583855,-0.024906,0.081682,4.665015,0.036215
145.009,0.003062,9.633096,-0.024906,0.082455,4.709032,0.036099
145.209,0.003062,9.636378,-0.024906,0.083227,4.781622,0.036253
145.409,0.003062,9.577483,-0.024906,0.081682,4.629492,0.036253
